0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Vazao
1720182817,2024-07-05 09:33:37, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,ms-cmt1-telebras.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,csp2-cpr1-tlb.bkb.rnp.br,cmg2-csp2-infobarra.rnp.br,cdf1-cmg2-mobiwire.bkb.rnp.br,cdf2-cdf1.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,790155906.0
1720199730,2024-07-05 14:15:30, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,ms-cmt1-telebras.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,csp2-cpr1-tlb.bkb.rnp.br,cmg2-csp2-infobarra.rnp.br,cdf1-cmg2-mobiwire.bkb.rnp.br,cdf2-cdf1.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,771859456.0
1720215438,2024-07-05 18:37:18, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,690908971.0
1720230852,2024-07-05 22:54:12, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,722051455.0
1720281765,2024-07-06 13:02:45, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,651259251.0
1720380866,2024-07-07 16:34:26, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,766352842.0
1720392183,2024-07-07 19:43:03, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,790996311.0
1720434549,2024-07-08 07:29:09, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,819408936.0
1720434853,2024-07-08 07:34:13, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,763575982.0
1720452569,2024-07-08 12:29:29, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cdf1-cdf2.bkb.rnp.br,mxam-cdf1-3g-sitelbra.bkb.rnp.br,ap1-am-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,641730693.0
1720457994,2024-07-08 13:59:54, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cma1-cdf2-tlb.bkb.rnp.br,cpa1-cma1-mobwire.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,'No Hostname',monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,756757450.0
1720522718,2024-07-09 07:58:38, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,go-df2-acessonline.bkb.rnp.br,cdf1-mxgo-brdigital.bkb.rnp.br,mxam-cdf1-3g-sitelbra.bkb.rnp.br,ap1-am-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,705482920.0
1720709625,2024-07-11 11:53:45, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,758383691.0
1720796774,2024-07-12 12:06:14, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,go-df2-acessonline.bkb.rnp.br,cdf2-go-tlbrs.bkb.rnp.br,cma1-cdf2-tlb.bkb.rnp.br,cpa1-cma1-mobwire.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,841285901.0
1720885346,2024-07-13 12:42:26, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,ms-cmt1-telebras.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,csp2-cpr1-tlb.bkb.rnp.br,cmg2-csp2-infobarra.rnp.br,cdf1-cmg2-mobiwire.bkb.rnp.br,cdf2-cdf1.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,779356099.0
1719343176,2024-06-25 16:19:36, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,634388892.0
1719358849,2024-06-25 20:40:49, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,759327069.0
1719451429,2024-06-26 22:23:49, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,740351082.0
1719510834,2024-06-27 14:53:54, 'No Hostname','No Hostname',ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,671009070.0
1705546044,2024-01-17 23:47:24, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,915457766.0
1705595495,2024-01-18 13:31:35, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,914814167.0
1705607697,2024-01-18 16:54:57, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,917190940.0
1705653307,2024-01-19 05:35:07, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cdf1-cdf2.bkb.rnp.br,mxam-cdf1-3g-sitelbra.bkb.rnp.br,ap1-am-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,913992275.0
1705670221,2024-01-19 10:17:01, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,914938694.0
1705695687,2024-01-19 17:21:27, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,918238875.0
1705780057,2024-01-20 16:47:37, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,915463918.0
1705956714,2024-01-22 17:51:54, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,907492413.0
1705976681,2024-01-22 23:24:41, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,796465496.0
1706057944,2024-01-23 21:59:04, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,868010084.0
1706136448,2024-01-24 19:47:28, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,584938060.0
1706181893,2024-01-25 08:24:53, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,885307449.0
1706324078,2024-01-26 23:54:38, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,902617799.0
1706388414,2024-01-27 17:46:54, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,880719925.0
1706466557,2024-01-28 15:29:17, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cdf1-cdf2.bkb.rnp.br,mxam-cdf1-3g-sitelbra.bkb.rnp.br,ap1-am-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,835874280.0
1706551035,2024-01-29 14:57:15, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,go-df2-acessonline.bkb.rnp.br,cdf1-mxgo-brdigital.bkb.rnp.br,mxam-cdf1-3g-sitelbra.bkb.rnp.br,ap1-am-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,855103979.0
1706598509,2024-01-30 04:08:29, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,896478975.0
1706785409,2024-02-01 08:03:29, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,918554137.0
1706800188,2024-02-01 12:09:48, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,899730681.0
1706841467,2024-02-01 23:37:47, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cdf1-cdf2.bkb.rnp.br,mxam-cdf1-3g-sitelbra.bkb.rnp.br,ap1-am-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,898157593.0
1706875083,2024-02-02 08:58:03, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cdf1-cdf2.bkb.rnp.br,mxam-cdf1-3g-sitelbra.bkb.rnp.br,ap1-am-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,897191008.0
1706899665,2024-02-02 15:47:45, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,878872763.0
1706904679,2024-02-02 17:11:19, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,889103517.0
1706945674,2024-02-03 04:34:34, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-ro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,916035993.0
1706959732,2024-02-03 08:28:52, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,915722794.0
1707000274,2024-02-03 19:44:34, gateway,ac-lanac.bkb.rnp.br,mxro-mxac-3g-allo.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,912367619.0
1707052088,2024-02-04 10:08:08, gateway,ac-lanac.bkb.rnp.br,ro-ac-oi.bkb.rnp.br,cmt1-mxro-infobarra.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,cto1-cdf2-tlb.bkb.rnp.br,cpa1-cto1-tlb.bkb.rnp.br,ap1-pa1-tlb.bkb.rnp.br,popap-cap1.bkb.rnp.br,monipe-ap-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,905500023.0
