1705421397,2024-01-16 13:09:57, core0.pop-se.rnp.br,se-lanse.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,cdf2-cba1-taesa.bkb.rnp.br,bdf2-cdf2.bkb.rnp.br,'No Hostname',monipe-df-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705423083,2024-01-16 13:38:03, core0.pop-se.rnp.br,se-lanse.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,cdf2-cba1-taesa.bkb.rnp.br,bdf2-cdf2.bkb.rnp.br,'No Hostname',monipe-df-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705424027,2024-01-16 13:53:47, core0.pop-se.rnp.br,se-lanse.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,cdf2-cba1-taesa.bkb.rnp.br,bdf2-cdf2.bkb.rnp.br,'No Hostname',monipe-df-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705425818,2024-01-16 14:23:38, core0.pop-se.rnp.br,se-lanse.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,cdf2-cba1-taesa.bkb.rnp.br,bdf2-cdf2.bkb.rnp.br,'No Hostname',monipe-df-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705426770,2024-01-16 14:39:30, core0.pop-se.rnp.br,se-lanse.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,cdf2-cba1-taesa.bkb.rnp.br,bdf2-cdf2.bkb.rnp.br,'No Hostname',monipe-df-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705428234,2024-01-16 15:03:54, core0.pop-se.rnp.br,se-lanse.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,cdf2-cba1-taesa.bkb.rnp.br,bdf2-cdf2.bkb.rnp.br,'No Hostname',monipe-df-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705428848,2024-01-16 15:14:08, core0.pop-se.rnp.br,se-lanse.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,cdf2-cba1-taesa.bkb.rnp.br,bdf2-cdf2.bkb.rnp.br,'No Hostname',monipe-df-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705429687,2024-01-16 15:28:07, core0.pop-se.rnp.br,se-lanse.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,cdf2-cba1-taesa.bkb.rnp.br,bdf2-cdf2.bkb.rnp.br,'No Hostname',monipe-df-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705430860,2024-01-16 15:47:40, core0.pop-se.rnp.br,se-lanse.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,cdf2-cba1-taesa.bkb.rnp.br,bdf2-cdf2.bkb.rnp.br,'No Hostname',monipe-df-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705431736,2024-01-16 16:02:16, core0.pop-se.rnp.br,se-lanse.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,cdf2-cba1-taesa.bkb.rnp.br,bdf2-cdf2.bkb.rnp.br,'No Hostname',monipe-df-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
