1705418127,2024-01-16 12:15:27, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705418434,2024-01-16 12:20:34, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705419137,2024-01-16 12:32:17, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705419926,2024-01-16 12:45:26, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705420195,2024-01-16 12:49:55, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705420728,2024-01-16 12:58:48, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705421726,2024-01-16 13:15:26, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705422021,2024-01-16 13:20:21, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705422933,2024-01-16 13:35:33, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705423080,2024-01-16 13:38:00, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705423967,2024-01-16 13:52:47, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705424551,2024-01-16 14:02:31, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705424983,2024-01-16 14:09:43, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705425685,2024-01-16 14:21:25, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705426582,2024-01-16 14:36:22, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705427060,2024-01-16 14:44:20, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705427516,2024-01-16 14:51:56, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705428163,2024-01-16 15:02:43, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705428573,2024-01-16 15:09:33, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705429420,2024-01-16 15:23:40, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705430150,2024-01-16 15:35:50, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705430564,2024-01-16 15:42:44, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705431363,2024-01-16 15:56:03, gateway,'No Hostname','No Hostname',cba1-bba1.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,lance-ce.bkb.rnp.br,monipe-ce-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
