1705423493,2024-01-16 13:44:53, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705424272,2024-01-16 13:57:52, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705426276,2024-01-16 14:31:16, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705426897,2024-01-16 14:41:37, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705427977,2024-01-16 14:59:37, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705428706,2024-01-16 15:11:46, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705431530,2024-01-16 15:58:50, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705432903,2024-01-16 16:21:43, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705433614,2024-01-16 16:33:34, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705437847,2024-01-16 17:44:07, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705439394,2024-01-16 18:09:54, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705441745,2024-01-16 18:49:05, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705443499,2024-01-16 19:18:19, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705444947,2024-01-16 19:42:27, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705445567,2024-01-16 19:52:47, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705447206,2024-01-16 20:20:06, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705447845,2024-01-16 20:30:45, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705448964,2024-01-16 20:49:24, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705449522,2024-01-16 20:58:42, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705450089,2024-01-16 21:08:09, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705451693,2024-01-16 21:34:53, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705452302,2024-01-16 21:45:02, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705453284,2024-01-16 22:01:24, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
1705454097,2024-01-16 22:14:57, 'No Hostname','No Hostname','No Hostname',cmt1-bmt1.bkb.rnp.br,cdf2-cmt1-telebras.bkb.rnp.br,mxdf2-cdf2.bkb.rnp.br,go-df2-tlbrs.bkb.rnp.br,lango-go.bkb.rnp.br,monipe-go-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,
