1705422107,2024-01-16 13:21:47, bb3.pop-pi.rnp.br,cpi1-bpi1.bkb.rnp.br,cma1-cpi1-tlb.bkb.rnp.br,bma2-cma1.bkb.rnp.br,'No Hostname',monipe-ma-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705423994,2024-01-16 13:53:14, bb3.pop-pi.rnp.br,cpi1-bpi1.bkb.rnp.br,cma1-cpi1-tlb.bkb.rnp.br,bma2-cma1.bkb.rnp.br,'No Hostname',monipe-ma-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705424137,2024-01-16 13:55:37, bb3.pop-pi.rnp.br,cpi1-bpi1.bkb.rnp.br,cma1-cpi1-tlb.bkb.rnp.br,bma2-cma1.bkb.rnp.br,'No Hostname',monipe-ma-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705425542,2024-01-16 14:19:02, bb3.pop-pi.rnp.br,cpi1-bpi1.bkb.rnp.br,cma1-cpi1-tlb.bkb.rnp.br,bma2-cma1.bkb.rnp.br,'No Hostname',monipe-ma-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705426009,2024-01-16 14:26:49, bb3.pop-pi.rnp.br,cpi1-bpi1.bkb.rnp.br,cma1-cpi1-tlb.bkb.rnp.br,bma2-cma1.bkb.rnp.br,'No Hostname',monipe-ma-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705427217,2024-01-16 14:46:57, bb3.pop-pi.rnp.br,cpi1-bpi1.bkb.rnp.br,cma1-cpi1-tlb.bkb.rnp.br,bma2-cma1.bkb.rnp.br,'No Hostname',monipe-ma-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705427921,2024-01-16 14:58:41, bb3.pop-pi.rnp.br,cpi1-bpi1.bkb.rnp.br,cma1-cpi1-tlb.bkb.rnp.br,bma2-cma1.bkb.rnp.br,'No Hostname',monipe-ma-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705428808,2024-01-16 15:13:28, bb3.pop-pi.rnp.br,cpi1-bpi1.bkb.rnp.br,cma1-cpi1-tlb.bkb.rnp.br,bma2-cma1.bkb.rnp.br,'No Hostname',monipe-ma-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705429090,2024-01-16 15:18:10, bb3.pop-pi.rnp.br,cpi1-bpi1.bkb.rnp.br,cma1-cpi1-tlb.bkb.rnp.br,bma2-cma1.bkb.rnp.br,'No Hostname',monipe-ma-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705429759,2024-01-16 15:29:19, bb3.pop-pi.rnp.br,cpi1-bpi1.bkb.rnp.br,cma1-cpi1-tlb.bkb.rnp.br,bma2-cma1.bkb.rnp.br,'No Hostname',monipe-ma-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705430368,2024-01-16 15:39:28, bb3.pop-pi.rnp.br,cpi1-bpi1.bkb.rnp.br,cma1-cpi1-tlb.bkb.rnp.br,bma2-cma1.bkb.rnp.br,'No Hostname',monipe-ma-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
