1705418633,2024-01-16 12:23:53, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705420103,2024-01-16 12:48:23, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705422082,2024-01-16 13:21:22, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705423260,2024-01-16 13:41:00, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705423866,2024-01-16 13:51:06, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705425271,2024-01-16 14:14:31, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705426089,2024-01-16 14:28:09, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705426579,2024-01-16 14:36:19, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705427182,2024-01-16 14:46:22, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705429733,2024-01-16 15:28:53, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705431222,2024-01-16 15:53:42, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705431649,2024-01-16 16:00:49, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705433040,2024-01-16 16:24:00, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705433603,2024-01-16 16:33:23, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705434281,2024-01-16 16:44:41, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705435000,2024-01-16 16:56:40, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705436077,2024-01-16 17:14:37, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705436447,2024-01-16 17:20:47, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705437510,2024-01-16 17:38:30, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705438449,2024-01-16 17:54:09, gateway,'No Hostname',crr2-mxam-1g-sidi.bkb.rnp.br,'No Hostname','No Hostname',monipe-rr-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
