1705421062,2024-01-16 13:04:22, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705421404,2024-01-16 13:10:04, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705421912,2024-01-16 13:18:32, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705422778,2024-01-16 13:32:58, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705423448,2024-01-16 13:44:08, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705423671,2024-01-16 13:47:51, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705424215,2024-01-16 13:56:55, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705424782,2024-01-16 14:06:22, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705425619,2024-01-16 14:20:19, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705426067,2024-01-16 14:27:47, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705427075,2024-01-16 14:44:35, gateway,ms-lanms.bkb.rnp.br,go-ms-brdigital.bkb.rnp.br,df2-go-tlbrs.bkb.rnp.br,csp1-df2-claro.bkb.rnp.br,popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705427231,2024-01-16 14:47:11, gateway,ms-lanms.bkb.rnp.br,go-ms-brdigital.bkb.rnp.br,df2-go-tlbrs.bkb.rnp.br,csp1-df2-claro.bkb.rnp.br,popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705428179,2024-01-16 15:02:59, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705428429,2024-01-16 15:07:09, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705429172,2024-01-16 15:19:32, gateway,ms-lanms.bkb.rnp.br,go-ms-brdigital.bkb.rnp.br,df2-go-tlbrs.bkb.rnp.br,csp1-df2-claro.bkb.rnp.br,popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705429631,2024-01-16 15:27:11, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705430602,2024-01-16 15:43:22, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705430845,2024-01-16 15:47:25, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705431796,2024-01-16 16:03:16, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705432320,2024-01-16 16:12:00, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705433076,2024-01-16 16:24:36, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705433181,2024-01-16 16:26:21, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705433800,2024-01-16 16:36:40, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705434595,2024-01-16 16:49:55, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
