1705421420,2024-01-16 13:10:20, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,crs1-cpr1-eltsul.bkb.rnp.br,crs2-crs1.bkb.rnp.br,'No Hostname',monipe-rs-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705422116,2024-01-16 13:21:56, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,crs1-cpr1-eltsul.bkb.rnp.br,crs2-crs1.bkb.rnp.br,'No Hostname',monipe-rs-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705422614,2024-01-16 13:30:14, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,crs1-cpr1-eltsul.bkb.rnp.br,crs2-crs1.bkb.rnp.br,'No Hostname',monipe-rs-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705423288,2024-01-16 13:41:28, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,csc1-cpr1-eltsul.bkb.rnp.br,crs2-csc1-eltsul.bkb.rnp.br,'No Hostname',monipe-rs-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705423825,2024-01-16 13:50:25, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,csc1-cpr1-eltsul.bkb.rnp.br,crs2-csc1-eltsul.bkb.rnp.br,'No Hostname',monipe-rs-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705424477,2024-01-16 14:01:17, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,csc1-cpr1-eltsul.bkb.rnp.br,crs2-csc1-eltsul.bkb.rnp.br,'No Hostname',monipe-rs-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705425085,2024-01-16 14:11:25, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,crs1-cpr1-eltsul.bkb.rnp.br,crs2-crs1.bkb.rnp.br,'No Hostname',monipe-rs-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705425670,2024-01-16 14:21:10, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,crs1-cpr1-eltsul.bkb.rnp.br,crs2-crs1.bkb.rnp.br,'No Hostname',monipe-rs-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705426422,2024-01-16 14:33:42, gateway,ms-lanms.bkb.rnp.br,cpr1-ms-acessoline.bkb.rnp.br,csc1-cpr1-eltsul.bkb.rnp.br,crs2-csc1-eltsul.bkb.rnp.br,'No Hostname',monipe-rs-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705426757,2024-01-16 14:39:17, gateway,ms-lanms.bkb.rnp.br,go-ms-brdigital.bkb.rnp.br,cdf1-mxgo-brdigital.bkb.rnp.br,crj2-cdf1-mobiwire.bkb.rnp.br,crj1-crj2.bkb.rnp.br,csp1-crj1-furnas.bkb.rnp.br,'No Hostname',csc1-cpr1-eltsul.bkb.rnp.br,crs2-csc1-eltsul.bkb.rnp.br,'No Hostname',monipe-rs-atraso.rnp.br,,,,,,,,,,,,,,,,,,
