1705422349,2024-01-16 13:25:49, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705423470,2024-01-16 13:44:30, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705424400,2024-01-16 14:00:00, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705424607,2024-01-16 14:03:27, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705425530,2024-01-16 14:18:50, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705426217,2024-01-16 14:30:17, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705426619,2024-01-16 14:36:59, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705427631,2024-01-16 14:53:51, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705428574,2024-01-16 15:09:34, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705428888,2024-01-16 15:14:48, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705430236,2024-01-16 15:37:16, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705431854,2024-01-16 16:04:14, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705432381,2024-01-16 16:13:01, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705433285,2024-01-16 16:28:05, gateway,cpe1-bdpe.bkb.rnp.br,cpb1-cpe1-chesf.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,,
1705434479,2024-01-16 16:47:59, gateway,cpe1-bdpe.bkb.rnp.br,cal1-cpe1-chesf.bkb.rnp.br,mxse-cal1-chesf.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,crn1-cce2-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,
1705434818,2024-01-16 16:53:38, gateway,cpe1-bdpe.bkb.rnp.br,cal1-cpe1-chesf.bkb.rnp.br,mxse-cal1-chesf.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,crn1-cce2-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,
1705435793,2024-01-16 17:09:53, gateway,cpe1-bdpe.bkb.rnp.br,cal1-cpe1-chesf.bkb.rnp.br,mxse-cal1-chesf.bkb.rnp.br,ba-se-chesf.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,crn1-cce2-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,
1705436426,2024-01-16 17:20:26, gateway,cpe1-bdpe.bkb.rnp.br,cjpa1-cpe1-mob.bkb.rnp.br,cpb1-cjpa1-mob.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705437068,2024-01-16 17:31:08, gateway,cpe1-bdpe.bkb.rnp.br,cjpa1-cpe1-mob.bkb.rnp.br,cpb1-cjpa1-mob.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705437299,2024-01-16 17:34:59, gateway,cpe1-bdpe.bkb.rnp.br,cjpa1-cpe1-mob.bkb.rnp.br,cpb1-cjpa1-mob.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
1705439197,2024-01-16 18:06:37, gateway,cpe1-bdpe.bkb.rnp.br,cjpa1-cpe1-mob.bkb.rnp.br,cpb1-cjpa1-mob.bkb.rnp.br,crn1-cpb1-chesf.bkb.rnp.br,'No Hostname',monipe-rn-atraso.rnp.br,,,,,,,,,,,,,,,,,,,,,,,
