1705422141,2024-01-16 13:22:21, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,ces1-crj1-100g-telebras.bkb.rnp.br,cba1-ces1-100g-telebras.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br
1705422843,2024-01-16 13:34:03, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,ces1-crj1-100g-telebras.bkb.rnp.br,cba1-ces1-100g-telebras.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br
1705423294,2024-01-16 13:41:34, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,ces1-crj1-100g-telebras.bkb.rnp.br,cba1-ces1-100g-telebras.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br
1705423773,2024-01-16 13:49:33, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,ces1-crj1-100g-telebras.bkb.rnp.br,cba1-ces1-100g-telebras.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br
1705424419,2024-01-16 14:00:19, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,ces1-crj1-100g-telebras.bkb.rnp.br,cba1-ces1-100g-telebras.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br
1705425174,2024-01-16 14:12:54, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,ces1-crj1-100g-telebras.bkb.rnp.br,cba1-ces1-100g-telebras.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br
1705425773,2024-01-16 14:22:53, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,ces1-crj1-100g-telebras.bkb.rnp.br,cba1-ces1-100g-telebras.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br
1705426455,2024-01-16 14:34:15, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,ces1-crj1-100g-telebras.bkb.rnp.br,cba1-ces1-100g-telebras.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br
1705426640,2024-01-16 14:37:20, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,ces1-crj1-100g-telebras.bkb.rnp.br,cba1-ces1-100g-telebras.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br
1705427567,2024-01-16 14:52:47, gateway,'No Hostname',rj-lanrj.bkb.rnp.br,ces1-crj1-100g-telebras.bkb.rnp.br,cba1-ces1-100g-telebras.bkb.rnp.br,ce-ba-chesf.bkb.rnp.br,cce2-cce1.bkb.rnp.br,'No Hostname',popsp-csp1.bkb.rnp.br,monipe-sp-atraso.rnp.br
