Timestamp,Datetime,Hop_count,Bottleneck,Link_bottleneck,Vazao
1705521489,2024-01-17 16:58:09,7,6.0,ro-ac,872963955.0
1705600831,2024-01-18 15:00:31,7,6.0,ro-ac,910688529.0
1705610267,2024-01-18 17:37:47,7,6.0,ro-ac,910845770.0
1705660302,2024-01-19 07:31:42,7,6.0,ro-ac,919341444.0
1705661732,2024-01-19 07:55:32,7,6.0,ro-ac,920236141.0
1705697700,2024-01-19 17:55:00,7,6.0,ro-ac,899050770.0
1705710642,2024-01-19 21:30:42,7,6.0,ro-ac,920881544.0
1705746618,2024-01-20 07:30:18,7,6.0,ro-ac,899311970.0
1705762910,2024-01-20 12:01:50,7,6.0,ro-ac,921224095.0
1705823391,2024-01-21 04:49:51,7,6.0,ro-ac,921190459.0
1705836990,2024-01-21 08:36:30,7,6.0,ro-ac,921908203.0
1705860616,2024-01-21 15:10:16,7,6.0,ro-ac,920916844.0
1705872899,2024-01-21 18:34:59,7,6.0,ro-ac,833724361.0
1705888477,2024-01-21 22:54:37,7,6.0,ro-ac,920598311.0
1705914585,2024-01-22 06:09:45,6,100.0,mg-sp,901251883.0
1705921722,2024-01-22 08:08:42,7,6.0,ro-ac,864604853.0
1705939337,2024-01-22 13:02:17,7,6.0,ro-ac,901879947.0
1705950952,2024-01-22 16:15:52,7,6.0,ro-ac,906289447.0
1705974918,2024-01-22 22:55:18,7,6.0,ro-ac,815737292.0
1705995352,2024-01-23 04:35:52,7,6.0,ro-ac,894318799.0
1706033141,2024-01-23 15:05:41,7,3.0,rj-sp,863629961.0
1706043445,2024-01-23 17:57:25,9,6.0,ro-ac,894017104.0
1706109721,2024-01-24 12:22:01,7,6.0,ro-ac,890148493.0
1706133327,2024-01-24 18:55:27,7,6.0,ro-ac,883160177.0
1706177623,2024-01-25 07:13:43,7,3.0,rj-sp,878603192.0
1706182501,2024-01-25 08:35:01,7,3.0,rj-sp,909011079.0
1706199625,2024-01-25 13:20:25,7,6.0,ro-ac,876142232.0
1706222061,2024-01-25 19:34:21,7,6.0,ro-ac,885419300.0
1706295098,2024-01-26 15:51:38,6,100.0,mg-sp,833569492.0
1706318108,2024-01-26 22:15:08,7,6.0,ro-ac,903512964.0
1706391648,2024-01-27 18:40:48,7,6.0,ro-ac,864029950.0
1706401511,2024-01-27 21:25:11,7,6.0,ro-ac,893704139.0
1706442340,2024-01-28 08:45:40,7,6.0,ro-ac,883746966.0
1706477037,2024-01-28 18:23:57,7,6.0,ro-ac,878125448.0
1706550961,2024-01-29 14:56:01,7,6.0,ro-ac,789841135.0
1706576067,2024-01-29 21:54:27,7,6.0,ro-ac,883951822.0
1706612820,2024-01-30 08:07:00,7,6.0,ro-ac,884005267.0
1706656727,2024-01-30 20:18:47,7,6.0,ro-ac,905898550.0
1706723702,2024-01-31 14:55:02,7,6.0,ro-ac,818623078.0
1706786066,2024-02-01 08:14:26,7,6.0,ro-ac,927102594.0
