Timestamp,Datetime,Hop_count,Bottleneck,Link_bottleneck,Vazao
1705481237,2024-01-17 05:47:17,9,100,df-to,924533804.0
1705498235,2024-01-17 10:30:35,9,100,df-to,919863985.0
1705518237,2024-01-17 16:03:57,9,100,df-to,923317180.0
1705523817,2024-01-17 17:36:57,9,100,df-to,923588557.0
1705535593,2024-01-17 20:53:13,9,100,df-to,917952570.0
1705599039,2024-01-18 14:30:39,9,100,df-to,924853908.0
1705602160,2024-01-18 15:22:40,9,100,df-to,921857618.0
1705662100,2024-01-19 08:01:40,9,100,df-to,922955349.0
1705735972,2024-01-20 04:32:52,9,100,df-to,921858494.0
1705746233,2024-01-20 07:23:53,9,100,df-to,935119749.0
1705762527,2024-01-20 11:55:27,9,100,df-to,922276173.0
1705774856,2024-01-20 15:20:56,9,100,df-to,910353958.0
1705977238,2024-01-22 23:33:58,9,100,df-to,910203294.0
1706008643,2024-01-23 08:17:23,9,100,df-to,890079821.0
1706225177,2024-01-25 20:26:17,9,100,df-to,860411833.0
1706398692,2024-01-27 20:38:12,9,100,df-to,909649959.0
1706402485,2024-01-27 21:41:25,9,100,df-to,908434498.0
1706668412,2024-01-30 23:33:32,9,100,df-to,922540670.0
1706710044,2024-01-31 11:07:24,9,100,df-to,901827292.0
1706793145,2024-02-01 10:12:25,9,100,df-to,917826854.0
1706912137,2024-02-02 19:15:37,9,100,df-to,909955572.0
1706966944,2024-02-03 10:29:04,9,100,df-to,916296350.0
1706978459,2024-02-03 13:40:59,9,100,df-to,924006788.0
1706986947,2024-02-03 16:02:27,9,100,df-to,933914728.0
1707247398,2024-02-06 16:23:18,9,100,df-to,923748523.0
1707256107,2024-02-06 18:48:27,9,100,df-to,905755889.0
1707335199,2024-02-07 16:46:39,9,100,df-to,908066952.0
1707354854,2024-02-07 22:14:14,9,100,df-to,910585856.0
1707392760,2024-02-08 08:46:00,9,100,df-to,921806295.0
1707467418,2024-02-09 05:30:18,9,100,df-to,905550007.0
1707491255,2024-02-09 12:07:35,9,100,df-to,922643498.0
1707498850,2024-02-09 14:14:10,9,100,df-to,909030490.0
1707527436,2024-02-09 22:10:36,9,100,df-to,936377103.0
1707586544,2024-02-10 14:35:44,9,100,df-to,923534882.0
1707600115,2024-02-10 18:21:55,9,100,df-to,923064129.0
1707857487,2024-02-13 17:51:27,9,100,df-to,923836106.0
1707901432,2024-02-14 06:03:52,9,100,df-to,924109843.0
1707936347,2024-02-14 15:45:47,9,100,df-to,922277372.0
1708692846,2024-02-23 09:54:06,8,100,df-to,921490201.0
1708708358,2024-02-23 14:12:38,8,100,df-to,935784950.0
1708728455,2024-02-23 19:47:35,8,100,df-to,919551619.0
1708730948,2024-02-23 20:29:08,8,100,df-to,935877582.0
1708790804,2024-02-24 13:06:44,8,100,df-to,922542033.0
1708804892,2024-02-24 17:01:32,8,100,df-to,907866224.0
1708869418,2024-02-25 10:56:58,8,100,df-to,923639739.0
1708891241,2024-02-25 17:00:41,8,100,df-to,910320844.0
1708910831,2024-02-25 22:27:11,8,100,df-to,925151804.0
1708942344,2024-02-26 07:12:24,8,100,df-to,919972523.0
