TCP: bbr, Imputação: interpolacao-linear, Link: ba-ap, Modelo: LSTM, RMSE: 28.46194452439829, tamanho:75
TCP: bbr, Imputação: mediana-movel, Link: es-rs, Modelo: LSTM, RMSE: 40.74414772258915, tamanho:106
TCP: bbr, Imputação: interpolacao-linear, Link: es-ap, Modelo: GRU, RMSE: 48.54823311771567, tamanho:103
TCP: bbr, Imputação: mediana-movel, Link: ba-rj, Modelo: GRU, RMSE: 937.5879793356505, tamanho:97
TCP: cubic, Imputação: interpolacao-linear, Link: ap-ba, Modelo: GRU, RMSE: 166.15137647741054, tamanho:72
TCP: cubic, Imputação: interpolacao-linear, Link: ba-ap, Modelo: LSTM, RMSE: 70.55984316312433, tamanho:85
TCP: cubic, Imputação: media-movel, Link: es-rs, Modelo: GRU, RMSE: 164.3297539655734, tamanho:99
TCP: cubic, Imputação: mediana-movel, Link: ba-ap, Modelo: LSTM, RMSE: 70.8376787830507, tamanho:85
TCP: cubic, Imputação: mediana-movel, Link: es-rs, Modelo: LSTM, RMSE: 166.60249017293827, tamanho:99
TCP: cubic, Imputação: knn, Link: es-rs, Modelo: LSTM, RMSE: 167.23374807946905, tamanho:99
TCP: bbr, Imputação: interpolacao-linear, Link: ap-ba, Modelo: LSTM, RMSE: 41.04131995843693, tamanho:75
TCP: bbr, Imputação: mediana-movel, Link: es-ap, Modelo: GRU, RMSE: 48.54040529263894, tamanho:103
TCP: cubic, Imputação: knn, Link: es-rs, Modelo: GRU, RMSE: 164.91901491495355, tamanho:99
TCP: cubic, Imputação: media-movel, Link: ba-ap, Modelo: GRU, RMSE: 70.14911507655141, tamanho:85
TCP: bbr, Imputação: knn, Link: es-rs, Modelo: LSTM, RMSE: 39.553407619727984, tamanho:106
TCP: cubic, Imputação: interpolacao-linear, Link: ba-rj, Modelo: LSTM, RMSE: 804.5795544587693, tamanho:83
TCP: cubic, Imputação: mediana-movel, Link: ba-rj, Modelo: LSTM, RMSE: 807.153577670841, tamanho:83
TCP: bbr, Imputação: knn, Link: ap-ba, Modelo: GRU, RMSE: 41.5879870977524, tamanho:75
TCP: cubic, Imputação: media-movel, Link: ap-ba, Modelo: LSTM, RMSE: 169.99168013568632, tamanho:72
TCP: cubic, Imputação: interpolacao-linear, Link: es-ap, Modelo: GRU, RMSE: 136.30171901794182, tamanho:93
TCP: cubic, Imputação: interpolacao-linear, Link: ba-rj, Modelo: GRU, RMSE: 816.0620225181478, tamanho:83
TCP: bbr, Imputação: knn, Link: es-rs, Modelo: GRU, RMSE: 38.73038593721539, tamanho:106
TCP: bbr, Imputação: knn, Link: ap-ba, Modelo: LSTM, RMSE: 42.821295580401745, tamanho:75
TCP: cubic, Imputação: mediana-movel, Link: es-ap, Modelo: LSTM, RMSE: 145.98458667589904, tamanho:93
TCP: bbr, Imputação: media-movel, Link: es-ap, Modelo: GRU, RMSE: 48.59522507088376, tamanho:103
TCP: cubic, Imputação: media-movel, Link: es-ap, Modelo: GRU, RMSE: 138.60930030269844, tamanho:93
TCP: cubic, Imputação: knn, Link: ba-rj, Modelo: LSTM, RMSE: 806.4927431649471, tamanho:83
TCP: bbr, Imputação: media-movel, Link: ba-ap, Modelo: GRU, RMSE: 29.15474094902844, tamanho:75
TCP: cubic, Imputação: mediana-movel, Link: ap-ba, Modelo: LSTM, RMSE: 169.83510177729107, tamanho:72
TCP: cubic, Imputação: media-movel, Link: ba-rj, Modelo: LSTM, RMSE: 806.2236766764755, tamanho:83
TCP: cubic, Imputação: knn, Link: ap-ba, Modelo: GRU, RMSE: 165.59835533205776, tamanho:72
TCP: cubic, Imputação: interpolacao-linear, Link: es-ap, Modelo: LSTM, RMSE: 144.09951514017897, tamanho:93
TCP: bbr, Imputação: interpolacao-linear, Link: ba-ap, Modelo: GRU, RMSE: 28.543075715219004, tamanho:75
TCP: bbr, Imputação: interpolacao-linear, Link: ba-rj, Modelo: LSTM, RMSE: 880.1227056187018, tamanho:97
TCP: cubic, Imputação: interpolacao-linear, Link: ba-ap, Modelo: GRU, RMSE: 70.16687963804155, tamanho:85
TCP: cubic, Imputação: mediana-movel, Link: ba-rj, Modelo: GRU, RMSE: 798.9040341797876, tamanho:83
TCP: cubic, Imputação: media-movel, Link: es-rs, Modelo: LSTM, RMSE: 166.0922911732076, tamanho:99
TCP: cubic, Imputação: knn, Link: ba-ap, Modelo: GRU, RMSE: 70.28265486071282, tamanho:85
TCP: bbr, Imputação: mediana-movel, Link: ba-ap, Modelo: LSTM, RMSE: 30.013191963390355, tamanho:75
TCP: bbr, Imputação: mediana-movel, Link: es-ap, Modelo: LSTM, RMSE: 48.50723460518589, tamanho:103
TCP: bbr, Imputação: interpolacao-linear, Link: es-rs, Modelo: GRU, RMSE: 39.33084066540453, tamanho:106
TCP: cubic, Imputação: mediana-movel, Link: ba-ap, Modelo: GRU, RMSE: 70.24550368378549, tamanho:85
TCP: cubic, Imputação: media-movel, Link: ba-ap, Modelo: LSTM, RMSE: 70.67165769789433, tamanho:85
TCP: bbr, Imputação: media-movel, Link: ap-ba, Modelo: GRU, RMSE: 42.73933232642888, tamanho:75
TCP: cubic, Imputação: media-movel, Link: ap-ba, Modelo: GRU, RMSE: 165.01637366739917, tamanho:72
TCP: bbr, Imputação: knn, Link: es-ap, Modelo: LSTM, RMSE: 50.747162408539225, tamanho:103
TCP: bbr, Imputação: mediana-movel, Link: ba-ap, Modelo: GRU, RMSE: 28.8509196661284, tamanho:75
TCP: bbr, Imputação: media-movel, Link: es-ap, Modelo: LSTM, RMSE: 48.58991061689458, tamanho:103
TCP: bbr, Imputação: mediana-movel, Link: es-rs, Modelo: GRU, RMSE: 39.39667810820376, tamanho:106
TCP: cubic, Imputação: mediana-movel, Link: ap-ba, Modelo: GRU, RMSE: 165.4403628458737, tamanho:72
TCP: bbr, Imputação: media-movel, Link: es-rs, Modelo: GRU, RMSE: 39.593381071052576, tamanho:106
TCP: cubic, Imputação: knn, Link: es-ap, Modelo: LSTM, RMSE: 147.93335451609158, tamanho:93
TCP: cubic, Imputação: interpolacao-linear, Link: ap-ba, Modelo: LSTM, RMSE: 169.88697456170456, tamanho:72
TCP: bbr, Imputação: mediana-movel, Link: ba-rj, Modelo: LSTM, RMSE: 928.0655705804858, tamanho:97
TCP: bbr, Imputação: interpolacao-linear, Link: es-ap, Modelo: LSTM, RMSE: 48.83414429585168, tamanho:103
TCP: bbr, Imputação: media-movel, Link: ba-rj, Modelo: LSTM, RMSE: 927.5770821371575, tamanho:97
TCP: bbr, Imputação: interpolacao-linear, Link: ba-rj, Modelo: GRU, RMSE: 893.5625484148758, tamanho:97
TCP: bbr, Imputação: knn, Link: ba-rj, Modelo: LSTM, RMSE: 960.3368612583408, tamanho:97
TCP: bbr, Imputação: media-movel, Link: ap-ba, Modelo: LSTM, RMSE: 42.95599832841235, tamanho:75
TCP: cubic, Imputação: interpolacao-linear, Link: es-rs, Modelo: LSTM, RMSE: 165.1958175719599, tamanho:99
TCP: bbr, Imputação: media-movel, Link: es-rs, Modelo: LSTM, RMSE: 40.519310941097494, tamanho:106
TCP: bbr, Imputação: knn, Link: es-ap, Modelo: GRU, RMSE: 50.633580473027074, tamanho:103
TCP: bbr, Imputação: interpolacao-linear, Link: es-rs, Modelo: LSTM, RMSE: 40.1698279823399, tamanho:106
