TCP: bbr, Imputação: interpolacao-linear, Link: ba-ap, Modelo: LSTM, RMSE: 22.96001414567681, tamanho:142
TCP: bbr, Imputação: media-movel, Link: ba-ap, Modelo: LSTM, RMSE: 24.81825965600672, tamanho:142
TCP: bbr, Imputação: interpolacao-linear, Link: ap-ba, Modelo: GRU, RMSE: 33.03257799893403, tamanho:142
TCP: cubic, Imputação: interpolacao-linear, Link: es-rs, Modelo: GRU, RMSE: 146.37663084270582, tamanho:142
TCP: cubic, Imputação: knn, Link: ba-ap, Modelo: LSTM, RMSE: 62.492138550342084, tamanho:142
TCP: bbr, Imputação: knn, Link: ba-rj, Modelo: GRU, RMSE: 821.0956441426608, tamanho:142
TCP: cubic, Imputação: knn, Link: ap-ba, Modelo: LSTM, RMSE: 133.5382387058423, tamanho:142
TCP: cubic, Imputação: knn, Link: es-ap, Modelo: GRU, RMSE: 104.25782212142519, tamanho:142
TCP: bbr, Imputação: mediana-movel, Link: ap-ba, Modelo: GRU, RMSE: 34.988640626417244, tamanho:142
TCP: cubic, Imputação: mediana-movel, Link: es-rs, Modelo: GRU, RMSE: 147.7389819362196, tamanho:142
TCP: cubic, Imputação: mediana-movel, Link: es-ap, Modelo: GRU, RMSE: 97.3483250610644, tamanho:142
TCP: bbr, Imputação: knn, Link: ba-ap, Modelo: LSTM, RMSE: 23.4932554672993, tamanho:142
TCP: cubic, Imputação: media-movel, Link: ba-rj, Modelo: GRU, RMSE: 664.4893189741169, tamanho:141
TCP: cubic, Imputação: media-movel, Link: es-ap, Modelo: LSTM, RMSE: 104.16769760633355, tamanho:142
TCP: cubic, Imputação: knn, Link: ba-rj, Modelo: GRU, RMSE: 645.0812477111011, tamanho:141
TCP: bbr, Imputação: media-movel, Link: ba-rj, Modelo: GRU, RMSE: 855.3708298345634, tamanho:142
TCP: bbr, Imputação: knn, Link: ba-ap, Modelo: GRU, RMSE: 23.381078913287716, tamanho:142
TCP: bbr, Imputação: mediana-movel, Link: ap-ba, Modelo: LSTM, RMSE: 36.78569832504319, tamanho:142
TCP: bbr, Imputação: mediana-movel, Link: es-rs, Modelo: LSTM, RMSE: 36.63050465790619, tamanho:142
TCP: bbr, Imputação: interpolacao-linear, Link: es-ap, Modelo: GRU, RMSE: 29.3335952290888, tamanho:141
TCP: bbr, Imputação: mediana-movel, Link: ba-rj, Modelo: GRU, RMSE: 854.7523874328285, tamanho:142
TCP: cubic, Imputação: interpolacao-linear, Link: ap-ba, Modelo: GRU, RMSE: 130.1595530393943, tamanho:142
TCP: cubic, Imputação: interpolacao-linear, Link: ba-ap, Modelo: LSTM, RMSE: 62.381928639176266, tamanho:142
TCP: cubic, Imputação: media-movel, Link: es-rs, Modelo: GRU, RMSE: 147.3878551536602, tamanho:142
TCP: cubic, Imputação: mediana-movel, Link: ba-ap, Modelo: LSTM, RMSE: 63.20063202167491, tamanho:142
TCP: cubic, Imputação: mediana-movel, Link: es-rs, Modelo: LSTM, RMSE: 154.99215196731558, tamanho:142
TCP: cubic, Imputação: knn, Link: es-rs, Modelo: LSTM, RMSE: 155.51713458624695, tamanho:142
TCP: bbr, Imputação: interpolacao-linear, Link: ap-ba, Modelo: LSTM, RMSE: 34.89883615016738, tamanho:142
TCP: bbr, Imputação: mediana-movel, Link: es-ap, Modelo: GRU, RMSE: 29.831262089601154, tamanho:141
TCP: cubic, Imputação: knn, Link: es-rs, Modelo: GRU, RMSE: 149.30521812298704, tamanho:142
TCP: cubic, Imputação: media-movel, Link: ba-ap, Modelo: GRU, RMSE: 61.083826846132894, tamanho:142
TCP: bbr, Imputação: knn, Link: es-rs, Modelo: LSTM, RMSE: 34.76426761264055, tamanho:142
TCP: cubic, Imputação: interpolacao-linear, Link: ba-rj, Modelo: LSTM, RMSE: 665.8066468506231, tamanho:141
TCP: cubic, Imputação: mediana-movel, Link: ba-rj, Modelo: LSTM, RMSE: 676.0273516619214, tamanho:141
TCP: bbr, Imputação: knn, Link: ap-ba, Modelo: GRU, RMSE: 30.38148407848436, tamanho:142
TCP: cubic, Imputação: media-movel, Link: ap-ba, Modelo: LSTM, RMSE: 134.12788567432406, tamanho:142
TCP: cubic, Imputação: interpolacao-linear, Link: es-ap, Modelo: GRU, RMSE: 95.18573460709959, tamanho:142
TCP: cubic, Imputação: interpolacao-linear, Link: ba-rj, Modelo: GRU, RMSE: 678.6611181825054, tamanho:141
TCP: bbr, Imputação: knn, Link: es-rs, Modelo: GRU, RMSE: 34.04358858448968, tamanho:142
TCP: bbr, Imputação: knn, Link: ap-ba, Modelo: LSTM, RMSE: 31.882104308610273, tamanho:142
TCP: cubic, Imputação: mediana-movel, Link: es-ap, Modelo: LSTM, RMSE: 104.16940994394085, tamanho:142
TCP: bbr, Imputação: media-movel, Link: es-ap, Modelo: GRU, RMSE: 29.93909047502116, tamanho:141
TCP: cubic, Imputação: media-movel, Link: es-ap, Modelo: GRU, RMSE: 96.93937259688867, tamanho:142
TCP: cubic, Imputação: knn, Link: ba-rj, Modelo: LSTM, RMSE: 662.8835899697474, tamanho:141
TCP: bbr, Imputação: media-movel, Link: ba-ap, Modelo: GRU, RMSE: 24.066813510256452, tamanho:142
TCP: cubic, Imputação: mediana-movel, Link: ap-ba, Modelo: LSTM, RMSE: 134.0925368744528, tamanho:142
TCP: cubic, Imputação: media-movel, Link: ba-rj, Modelo: LSTM, RMSE: 675.2288808190146, tamanho:141
TCP: cubic, Imputação: knn, Link: ap-ba, Modelo: GRU, RMSE: 130.64320092148375, tamanho:142
TCP: cubic, Imputação: interpolacao-linear, Link: es-ap, Modelo: LSTM, RMSE: 101.29079323822772, tamanho:142
TCP: bbr, Imputação: interpolacao-linear, Link: ba-ap, Modelo: GRU, RMSE: 22.0755402701317, tamanho:142
